Available Service Bays,Service_Department,Workshop_Code,Technician_Name,Technicians_Available,ClientID,Client_Age,Gender,Service_Type,Vehicle_Condition,Main_Issue,Previous_Visits,Warranty,Repair_Cost,Stay (in Days)
1,Pintura,B,Luis,9,40614,56-65,Male,Reparación,Menor,Motor,2,Yes,11627.72,1
5,Pintura,B,Carlos,5,40615,46-55,Male,Reparación,Severa,,8,No,1511.76,19
8,Pintura,B,José,8,40616,66+,Male,Mantenimiento,Moderada,Frenos,2,Yes,1622.07,8
8,Electricidad,A,José,1,40617,66+,Female,Colisión,Moderada,,3,No,10077.85,7
4,Diagnóstico,D,Sofía,12,40618,56-65,Female,Mantenimiento,Moderada,Suspensión,0,No,1403.39,7
1,Diagnóstico,E,Sofía,4,40619,56-65,Male,Diagnóstico,Severa,Motor,5,Yes,7184.8,16
2,Mecánica,E,Carlos,5,40620,36-45,Male,Diagnóstico,Severa,,6,Yes,8187.06,22
4,Diagnóstico,B,Sofía,0,40621,56-65,Female,Diagnóstico,Moderada,Eléctrico,7,No,1302.81,9
8,Pintura,D,Ana,10,40622,26-35,Female,Reparación,Moderada,Transmisión,7,Yes,11071.56,6
2,Electricidad,B,Carlos,3,40623,36-45,Female,Colisión,Menor,Transmisión,10,Yes,10188.4,2
6,Diagnóstico,E,Carlos,11,40624,66+,Female,Diagnóstico,Moderada,Frenos,0,Yes,3862.34,5
4,Mecánica,C,María,12,40625,36-45,Male,Diagnóstico,Moderada,,2,Yes,10884.79,5
6,Mecánica,E,María,7,40626,18-25,Male,Diagnóstico,Severa,,4,No,2812.78,17
3,Electricidad,B,María,3,40627,36-45,Male,Mantenimiento,Severa,Suspensión,1,No,4445.8,14
6,Mecánica,E,María,9,40628,66+,Male,Reparación,Menor,Eléctrico,5,No,7355.45,4
8,Electricidad,E,José,12,40629,26-35,Male,Colisión,Menor,,7,Yes,5074.72,1
7,Pintura,E,María,4,40630,26-35,Male,Mantenimiento,Moderada,Eléctrico,1,Yes,1841.97,9
5,Electricidad,D,Carlos,6,40631,66+,Male,Colisión,Severa,Suspensión,3,No,2923.37,18
8,Electricidad,E,Ana,5,40632,46-55,Male,Mantenimiento,Menor,Transmisión,0,Yes,8021.3,5
8,Electricidad,C,Luis,2,40633,56-65,Male,Colisión,Severa,,9,No,469.92,16
1,Mecánica,B,Sofía,6,40634,46-55,Male,Diagnóstico,Severa,,2,No,7594.22,17
6,Mecánica,E,Carlos,8,40635,46-55,Male,Mantenimiento,Moderada,Transmisión,7,No,2386.66,10
8,Mecánica,A,María,5,40636,36-45,Male,Mantenimiento,Severa,Motor,8,Yes,4664.59,14
6,Diagnóstico,B,José,8,40637,66+,Female,Reparación,Menor,Frenos,10,No,8879.4,5
5,Mecánica,B,María,4,40638,66+,Male,Reparación,Moderada,Frenos,1,No,11412.45,5
7,Mecánica,A,José,4,40639,18-25,Male,Reparación,Menor,Eléctrico,9,No,5103.52,2
4,Mecánica,D,Sofía,11,40640,36-45,Male,Reparación,Moderada,,9,No,2795.03,7
5,Mecánica,D,José,2,40641,26-35,Female,Colisión,Menor,Suspensión,10,No,2492.31,4
3,Mecánica,B,José,10,40642,66+,Male,Mantenimiento,Moderada,Eléctrico,3,Yes,233.97,7
7,Mecánica,A,María,8,40643,66+,Female,Reparación,Severa,,9,No,2409.28,19
3,Diagnóstico,D,Carlos,12,40644,66+,Male,Colisión,Moderada,Transmisión,1,No,7985.77,7
5,Diagnóstico,A,Sofía,4,40645,56-65,Male,Reparación,Severa,,0,Yes,3453.85,22
5,Pintura,D,Ana,11,40646,18-25,Male,Reparación,Severa,Motor,4,Yes,3656.12,14
4,Pintura,C,Sofía,10,40647,46-55,Female,Colisión,Severa,Transmisión,3,Yes,5375.49,23
1,Electricidad,A,Carlos,1,40648,18-25,Male,Colisión,Menor,Suspensión,10,No,7728.7,3
2,Pintura,E,Luis,2,40649,66+,Male,Mantenimiento,Moderada,,7,No,3994.63,8
4,Mecánica,C,Luis,12,40650,66+,Male,Reparación,Severa,Eléctrico,9,No,2004.1,11
5,Pintura,A,Sofía,12,40651,46-55,Male,Mantenimiento,Moderada,Frenos,0,Yes,10417.42,5
7,Mecánica,E,Carlos,10,40652,46-55,Female,Mantenimiento,Severa,Frenos,0,No,5893.2,23
2,Mecánica,C,Carlos,4,40653,66+,Male,Diagnóstico,Severa,Frenos,7,No,3397.36,19
3,Diagnóstico,A,Carlos,10,40654,18-25,Female,Colisión,Moderada,,3,Yes,6335.92,7
7,Diagnóstico,D,Luis,5,40655,36-45,Female,Diagnóstico,Menor,Eléctrico,1,Yes,2276.65,3
6,Mecánica,B,Luis,5,40656,26-35,Female,Mantenimiento,Severa,Eléctrico,2,No,3573.23,22
3,Pintura,D,Carlos,9,40657,46-55,Male,Mantenimiento,Severa,Frenos,5,No,1670.38,18
7,Electricidad,B,Sofía,4,40658,36-45,Male,Mantenimiento,Moderada,Suspensión,8,No,9361.98,6
3,Pintura,D,José,5,40659,66+,Male,Mantenimiento,Severa,Motor,4,Yes,1395.31,17
6,Diagnóstico,C,Sofía,0,40660,26-35,Male,Diagnóstico,Moderada,,3,Yes,1441.91,10
1,Mecánica,E,Luis,7,40661,36-45,Male,Mantenimiento,Moderada,,4,Yes,3815.2,4
3,Mecánica,A,Ana,8,40662,46-55,Female,Colisión,Menor,Frenos,4,No,4955.34,3
7,Pintura,D,José,1,40663,46-55,Male,Reparación,Moderada,Transmisión,5,No,2160.29,12
6,Diagnóstico,C,José,3,40664,46-55,Female,Diagnóstico,Menor,Frenos,2,No,7110.63,6
2,Electricidad,E,Ana,3,40665,18-25,Female,Mantenimiento,Moderada,Eléctrico,8,Yes,11363.08,3
8,Electricidad,E,Sofía,10,40666,26-35,Female,Reparación,Moderada,Suspensión,2,Yes,9184.41,8
1,Electricidad,D,Ana,5,40667,46-55,Male,Diagnóstico,Severa,Eléctrico,1,Yes,9153.47,14
6,Pintura,C,Luis,9,40668,56-65,Male,Reparación,Moderada,Transmisión,5,Yes,5707.5,6
4,Electricidad,E,Carlos,7,40669,46-55,Male,Reparación,Menor,Frenos,6,No,1089.02,2
5,Electricidad,E,Ana,12,40670,56-65,Male,Reparación,Menor,Suspensión,4,No,6781.36,4
3,Diagnóstico,A,Luis,11,40671,66+,Male,Reparación,Moderada,Suspensión,4,No,6794.02,5
5,Electricidad,A,Carlos,4,40672,18-25,Male,Reparación,Menor,Suspensión,9,No,2064.61,6
1,Mecánica,D,Luis,7,40673,26-35,Female,Mantenimiento,Menor,Motor,3,No,8040.46,4
5,Electricidad,A,Luis,5,40674,56-65,Male,Mantenimiento,Severa,,5,Yes,4474.09,12
5,Pintura,A,María,2,40675,36-45,Male,Colisión,Moderada,,6,No,9480.88,12
4,Mecánica,B,Luis,5,40676,66+,Female,Diagnóstico,Moderada,Frenos,10,No,4581.02,9
8,Diagnóstico,D,Luis,4,40677,46-55,Female,Reparación,Severa,,0,No,9871.3,12
6,Mecánica,B,Sofía,10,40678,46-55,Male,Diagnóstico,Moderada,Transmisión,3,No,3018.12,8
5,Diagnóstico,C,José,4,40679,36-45,Male,Colisión,Moderada,Transmisión,7,Yes,9765.94,5
1,Diagnóstico,D,Luis,5,40680,66+,Male,Diagnóstico,Moderada,Eléctrico,6,No,6701.36,10
7,Mecánica,E,Luis,1,40681,66+,Female,Diagnóstico,Moderada,Motor,5,Yes,6986.29,5
6,Electricidad,E,Sofía,4,40682,46-55,Male,Colisión,Menor,Frenos,3,No,3632.7,4
5,Diagnóstico,D,María,11,40683,56-65,Female,Reparación,Moderada,Motor,0,No,6060.51,8
3,Electricidad,B,María,3,40684,18-25,Male,Diagnóstico,Severa,Frenos,3,Yes,6913.91,25
6,Diagnóstico,D,José,10,40685,56-65,Male,Diagnóstico,Moderada,Frenos,3,No,7982.63,6
8,Diagnóstico,A,José,12,40686,56-65,Male,Reparación,Menor,Transmisión,3,Yes,11044.23,6
2,Mecánica,C,María,6,40687,46-55,Male,Reparación,Menor,Frenos,10,Yes,8119.06,5
1,Electricidad,C,María,6,40688,18-25,Male,Mantenimiento,Menor,Frenos,1,No,2809.61,8
7,Mecánica,E,Ana,7,40689,66+,Female,Diagnóstico,Severa,Suspensión,1,Yes,8732.6,15
1,Pintura,D,Ana,6,40690,18-25,Male,Mantenimiento,Menor,Motor,5,No,9241.33,1
8,Electricidad,A,Ana,11,40691,18-25,Female,Mantenimiento,Menor,Suspensión,4,Yes,10087.26,4
1,Diagnóstico,B,Sofía,5,40692,36-45,Male,Mantenimiento,Severa,Eléctrico,1,No,11191.58,20
2,Pintura,B,María,3,40693,18-25,Male,Diagnóstico,Menor,Suspensión,3,Yes,7099.56,3
6,Mecánica,D,María,5,40694,18-25,Female,Reparación,Moderada,Suspensión,0,No,6804.11,4
6,Pintura,A,María,5,40695,66+,Male,Mantenimiento,Moderada,Eléctrico,10,Yes,5698.91,5
2,Pintura,D,María,9,40696,18-25,Female,Reparación,Menor,,7,No,10266.43,1
5,Mecánica,B,María,10,40697,18-25,Male,Colisión,Moderada,Transmisión,10,No,6320.93,5
6,Mecánica,C,José,12,40698,66+,Female,Diagnóstico,Menor,Transmisión,2,No,2111.95,5
4,Mecánica,E,Sofía,12,40699,66+,Male,Mantenimiento,Severa,Transmisión,9,No,5812.65,13
2,Pintura,C,Sofía,9,40700,36-45,Female,Diagnóstico,Moderada,Frenos,9,No,3352.96,7
7,Diagnóstico,A,Carlos,11,40701,36-45,Female,Diagnóstico,Severa,,0,No,9344.99,20
6,Mecánica,A,Carlos,2,40702,36-45,Female,Reparación,Moderada,Frenos,8,No,4075.96,5
5,Electricidad,C,Ana,3,40703,18-25,Male,Colisión,Menor,Suspensión,7,Yes,9561.84,3
3,Diagnóstico,C,Luis,3,40704,56-65,Female,Reparación,Severa,Transmisión,5,Yes,3937.97,14
4,Diagnóstico,C,Ana,8,40705,26-35,Female,Mantenimiento,Severa,Eléctrico,2,Yes,979.94,11
3,Mecánica,B,Ana,9,40706,18-25,Male,Reparación,Menor,Frenos,8,Yes,886.22,6
6,Diagnóstico,C,María,0,40707,66+,Male,Mantenimiento,Severa,Suspensión,9,Yes,6778.97,20
5,Pintura,A,Sofía,3,40708,56-65,Female,Colisión,Moderada,Frenos,10,Yes,8074.19,8
4,Mecánica,A,María,11,40709,18-25,Female,Colisión,Menor,Eléctrico,6,Yes,4682.82,6
5,Electricidad,C,María,1,40710,26-35,Male,Reparación,Menor,Eléctrico,8,No,866.77,3
2,Electricidad,C,Sofía,9,40711,36-45,Female,Reparación,Moderada,,9,No,3532.67,7
2,Electricidad,C,Ana,3,40712,36-45,Male,Diagnóstico,Menor,Eléctrico,5,No,9817.89,3
4,Mecánica,D,José,11,40713,36-45,Male,Colisión,Menor,Transmisión,9,Yes,10490.37,4
1,Diagnóstico,D,Ana,11,40714,36-45,Male,Mantenimiento,Severa,Transmisión,1,Yes,1156.83,12
2,Pintura,E,Luis,11,40715,46-55,Male,Reparación,Menor,Transmisión,10,Yes,2085.78,2
6,Pintura,D,Carlos,9,40716,26-35,Male,Mantenimiento,Moderada,Frenos,4,Yes,7518.83,5
2,Mecánica,D,José,10,40717,26-35,Female,Colisión,Moderada,Frenos,2,Yes,1656.4,7
8,Electricidad,C,José,2,40718,56-65,Female,Mantenimiento,Severa,Suspensión,9,Yes,3170.49,21
8,Electricidad,E,Carlos,3,40719,26-35,Female,Colisión,Moderada,Suspensión,7,Yes,10216.0,8
8,Diagnóstico,D,Sofía,12,40720,18-25,Male,Diagnóstico,Menor,Motor,3,No,775.52,4
7,Electricidad,B,Sofía,1,40721,56-65,Male,Reparación,Menor,Frenos,7,Yes,1808.87,4
2,Electricidad,E,Carlos,5,40722,56-65,Male,Mantenimiento,Moderada,Frenos,2,Yes,2730.6,7
7,Mecánica,A,Sofía,12,40723,46-55,Female,Reparación,Moderada,,10,No,10620.11,3
2,Diagnóstico,A,Luis,5,40724,36-45,Female,Reparación,Menor,Frenos,3,Yes,2129.63,5
2,Pintura,B,Luis,8,40725,36-45,Male,Reparación,Severa,Motor,6,Yes,4493.85,19
1,Electricidad,D,Luis,4,40726,46-55,Female,Diagnóstico,Severa,Motor,6,No,4260.75,11
5,Mecánica,E,José,1,40727,18-25,Male,Diagnóstico,Moderada,Suspensión,5,No,1288.82,8
8,Mecánica,E,Luis,12,40728,18-25,Female,Colisión,Menor,Frenos,0,Yes,4516.97,7
8,Diagnóstico,C,María,4,40729,26-35,Male,Mantenimiento,Severa,Frenos,3,No,9423.18,19
8,Pintura,B,María,4,40730,26-35,Female,Diagnóstico,Severa,Motor,10,Yes,10494.64,13
8,Diagnóstico,B,Luis,1,40731,46-55,Female,Colisión,Severa,Motor,3,No,10218.39,11
5,Diagnóstico,C,Ana,11,40732,56-65,Male,Reparación,Severa,Suspensión,2,Yes,4107.12,14
4,Diagnóstico,A,Sofía,12,40733,18-25,Female,Reparación,Menor,,9,No,2444.27,5
2,Pintura,C,Sofía,0,40734,18-25,Female,Reparación,Menor,Transmisión,8,Yes,1929.52,6
3,Electricidad,E,José,2,40735,18-25,Female,Colisión,Severa,Eléctrico,9,Yes,2309.2,13
8,Electricidad,A,Carlos,10,40736,66+,Female,Diagnóstico,Moderada,Motor,3,No,9524.16,7
5,Electricidad,A,José,0,40737,66+,Female,Mantenimiento,Menor,Eléctrico,2,Yes,5071.02,8
6,Mecánica,D,Luis,12,40738,36-45,Male,Colisión,Severa,Motor,2,Yes,2607.54,20
4,Pintura,A,José,1,40739,56-65,Female,Colisión,Severa,,0,Yes,9958.05,14
1,Electricidad,A,Ana,8,40740,36-45,Female,Diagnóstico,Severa,Motor,4,Yes,1463.35,24
7,Mecánica,D,María,4,40741,46-55,Female,Reparación,Moderada,Motor,1,Yes,423.15,8
3,Electricidad,E,Carlos,8,40742,56-65,Male,Diagnóstico,Menor,Motor,1,No,971.58,6
3,Pintura,D,José,1,40743,36-45,Male,Colisión,Moderada,Motor,7,Yes,6196.76,11
8,Diagnóstico,C,Luis,11,40744,46-55,Female,Colisión,Menor,Frenos,0,Yes,7809.86,2
1,Electricidad,A,María,10,40745,46-55,Female,Reparación,Menor,Frenos,0,No,9535.17,6
6,Pintura,A,Sofía,7,40746,18-25,Male,Reparación,Severa,Suspensión,10,No,2098.14,22
2,Mecánica,B,Carlos,11,40747,56-65,Female,Mantenimiento,Severa,Eléctrico,9,No,2682.8,21
6,Diagnóstico,C,Luis,10,40748,56-65,Male,Mantenimiento,Moderada,Frenos,10,Yes,6793.04,6
4,Electricidad,A,Carlos,12,40749,18-25,Female,Mantenimiento,Menor,Transmisión,10,Yes,4127.81,1
6,Pintura,D,Sofía,5,40750,46-55,Male,Colisión,Menor,Frenos,8,No,773.31,2
6,Diagnóstico,C,María,1,40751,18-25,Male,Reparación,Menor,Eléctrico,1,Yes,6989.77,4
1,Electricidad,D,Carlos,9,40752,46-55,Female,Mantenimiento,Severa,Suspensión,10,Yes,3770.95,12
2,Mecánica,E,María,5,40753,56-65,Male,Colisión,Moderada,Transmisión,0,No,4318.96,9
8,Mecánica,A,Carlos,3,40754,26-35,Male,Diagnóstico,Menor,Transmisión,4,No,4115.54,3
2,Electricidad,A,María,4,40755,56-65,Female,Diagnóstico,Severa,Suspensión,1,No,5744.79,11
1,Mecánica,D,Sofía,4,40756,18-25,Male,Colisión,Severa,Eléctrico,2,Yes,9027.89,12
3,Mecánica,B,Carlos,1,40757,18-25,Male,Reparación,Severa,Transmisión,9,Yes,2200.42,24
2,Mecánica,C,Ana,9,40758,36-45,Female,Mantenimiento,Menor,,8,Yes,7352.9,4
2,Mecánica,B,José,3,40759,56-65,Female,Reparación,Moderada,Motor,7,No,7023.89,5
5,Electricidad,C,José,6,40760,56-65,Female,Reparación,Menor,Eléctrico,1,No,10204.62,4
3,Electricidad,E,José,10,40761,18-25,Male,Reparación,Menor,Motor,8,Yes,6241.11,3
5,Pintura,C,Sofía,12,40762,26-35,Female,Colisión,Severa,Transmisión,7,No,11963.6,9
4,Pintura,D,Carlos,10,40763,46-55,Male,Diagnóstico,Menor,Frenos,8,No,8485.89,5
2,Electricidad,C,María,8,40764,18-25,Male,Reparación,Severa,Frenos,1,Yes,2014.91,26
6,Mecánica,D,María,6,40765,36-45,Female,Diagnóstico,Moderada,Eléctrico,1,No,1722.08,9
7,Mecánica,C,Sofía,7,40766,66+,Male,Mantenimiento,Moderada,Suspensión,3,No,4124.4,7
5,Pintura,B,Ana,9,40767,36-45,Female,Colisión,Moderada,Motor,8,No,9283.51,6
4,Mecánica,B,María,7,40768,36-45,Male,Colisión,Menor,Frenos,7,Yes,10736.14,4
5,Pintura,B,María,5,40769,36-45,Male,Mantenimiento,Menor,,5,No,5713.42,6
2,Diagnóstico,B,Luis,10,40770,66+,Female,Diagnóstico,Menor,Transmisión,2,Yes,5858.9,4
4,Pintura,D,Carlos,6,40771,18-25,Male,Reparación,Moderada,Eléctrico,2,No,2699.48,8
3,Electricidad,E,María,7,40772,66+,Female,Mantenimiento,Severa,Eléctrico,8,Yes,4266.03,23
1,Diagnóstico,B,Ana,5,40773,56-65,Female,Colisión,Moderada,Suspensión,1,No,9902.45,5
1,Mecánica,B,Luis,6,40774,26-35,Male,Diagnóstico,Severa,Transmisión,8,No,8408.53,19
4,Diagnóstico,B,Carlos,5,40775,66+,Male,Diagnóstico,Severa,Suspensión,7,Yes,2260.67,22
7,Electricidad,E,Carlos,8,40776,18-25,Male,Colisión,Moderada,Eléctrico,0,No,7491.71,6
7,Diagnóstico,B,Ana,5,40777,36-45,Female,Reparación,Severa,Suspensión,0,Yes,1269.71,17
2,Pintura,E,María,1,40778,66+,Male,Diagnóstico,Menor,,3,Yes,9585.52,4
6,Mecánica,B,Carlos,12,40779,46-55,Male,Diagnóstico,Moderada,Eléctrico,4,No,6809.51,9
6,Diagnóstico,C,María,0,40780,26-35,Female,Reparación,Moderada,Eléctrico,7,No,7328.39,6
4,Pintura,D,Carlos,1,40781,26-35,Female,Diagnóstico,Moderada,Transmisión,8,No,3045.09,9
5,Mecánica,C,Luis,10,40782,18-25,Female,Reparación,Severa,Frenos,8,No,2273.53,16
8,Electricidad,C,Ana,3,40783,46-55,Female,Diagnóstico,Severa,Motor,8,Yes,5940.71,12
6,Mecánica,E,José,6,40784,46-55,Male,Mantenimiento,Moderada,Eléctrico,0,Yes,11684.9,8
8,Electricidad,A,José,6,40785,66+,Female,Mantenimiento,Menor,Suspensión,2,No,3904.97,3
5,Pintura,D,Carlos,0,40786,26-35,Male,Colisión,Moderada,Frenos,1,Yes,1806.38,9
5,Electricidad,A,Sofía,1,40787,56-65,Female,Colisión,Severa,Transmisión,0,Yes,9124.02,23
4,Diagnóstico,D,Ana,7,40788,36-45,Female,Reparación,Menor,Suspensión,1,Yes,1363.09,3
4,Pintura,B,Luis,2,40789,18-25,Male,Reparación,Severa,,6,Yes,4443.68,21
7,Electricidad,D,Luis,7,40790,56-65,Male,Colisión,Moderada,,9,Yes,944.9,3
7,Electricidad,C,Luis,11,40791,46-55,Male,Reparación,Menor,Eléctrico,5,No,6930.93,5
5,Pintura,C,María,8,40792,56-65,Male,Mantenimiento,Menor,Frenos,4,No,1613.9,3
4,Electricidad,E,Carlos,2,40793,66+,Male,Diagnóstico,Menor,Motor,0,No,5869.16,5
6,Diagnóstico,E,José,2,40794,36-45,Female,Colisión,Menor,Suspensión,6,Yes,4080.85,3
5,Diagnóstico,A,Ana,0,40795,66+,Male,Colisión,Moderada,Transmisión,6,No,8386.88,7
3,Diagnóstico,B,Sofía,5,40796,56-65,Female,Colisión,Moderada,Suspensión,5,No,1612.27,11
5,Electricidad,B,Sofía,9,40797,26-35,Female,Colisión,Menor,Suspensión,7,Yes,8002.39,5
7,Mecánica,B,Sofía,12,40798,26-35,Female,Diagnóstico,Severa,Motor,7,Yes,11178.23,14
3,Electricidad,E,Luis,6,40799,56-65,Male,Diagnóstico,Moderada,Transmisión,6,No,2918.75,6
1,Diagnóstico,B,Sofía,5,40800,46-55,Male,Colisión,Moderada,Eléctrico,5,Yes,2576.57,12
3,Diagnóstico,C,María,5,40801,26-35,Female,Mantenimiento,Menor,Eléctrico,3,No,5475.17,7
4,Pintura,C,José,0,40802,36-45,Male,Diagnóstico,Moderada,Suspensión,5,No,6696.79,4
5,Mecánica,C,María,12,40803,46-55,Female,Colisión,Menor,Eléctrico,1,No,9027.35,6
8,Pintura,C,José,5,40804,36-45,Female,Colisión,Severa,Motor,9,Yes,10167.99,17
3,Mecánica,D,Ana,4,40805,56-65,Female,Mantenimiento,Severa,Eléctrico,8,No,3599.2,19
3,Mecánica,D,María,2,40806,26-35,Female,Mantenimiento,Moderada,Frenos,1,Yes,1745.1,11
7,Pintura,A,Luis,1,40807,56-65,Female,Mantenimiento,Moderada,Suspensión,10,No,9565.5,9
8,Electricidad,D,Sofía,11,40808,36-45,Male,Mantenimiento,Severa,Motor,6,No,9984.67,20
5,Electricidad,B,María,5,40809,56-65,Female,Diagnóstico,Moderada,Suspensión,8,No,8941.66,7
5,Pintura,A,Ana,0,40810,66+,Female,Diagnóstico,Menor,Eléctrico,5,No,5191.97,2
2,Pintura,C,José,0,40811,36-45,Male,Diagnóstico,Severa,Motor,9,Yes,5282.85,13
6,Diagnóstico,A,Luis,4,40812,46-55,Male,Mantenimiento,Menor,Frenos,6,No,7178.08,3
7,Pintura,E,Sofía,11,40813,36-45,Female,Diagnóstico,Moderada,,2,Yes,9858.07,8
2,Electricidad,A,Carlos,3,40814,26-35,Male,Colisión,Menor,Motor,10,Yes,3897.27,4
5,Electricidad,A,Sofía,10,40815,46-55,Female,Diagnóstico,Moderada,Frenos,9,Yes,2230.47,7
8,Mecánica,E,Ana,3,40816,26-35,Female,Mantenimiento,Moderada,,1,No,2812.35,7
8,Mecánica,B,Carlos,5,40817,36-45,Male,Reparación,Moderada,Suspensión,8,Yes,5428.76,7
7,Mecánica,B,Sofía,11,40818,26-35,Female,Diagnóstico,Moderada,Eléctrico,1,No,10736.17,6
8,Diagnóstico,C,Luis,8,40819,36-45,Female,Reparación,Menor,Suspensión,3,Yes,619.51,2
2,Mecánica,C,María,7,40820,66+,Female,Mantenimiento,Moderada,Suspensión,2,No,2001.39,11
3,Pintura,B,Luis,2,40821,66+,Female,Mantenimiento,Moderada,Suspensión,3,Yes,3041.14,7
3,Diagnóstico,D,Carlos,8,40822,46-55,Male,Reparación,Moderada,Eléctrico,6,No,4519.96,8
8,Mecánica,E,Luis,9,40823,56-65,Male,Reparación,Menor,Motor,5,Yes,10686.19,4
4,Mecánica,D,Carlos,1,40824,46-55,Female,Colisión,Severa,Frenos,2,Yes,900.51,27
2,Diagnóstico,E,María,5,40825,36-45,Male,Reparación,Moderada,,8,No,5765.05,8
5,Mecánica,C,José,1,40826,36-45,Female,Reparación,Moderada,Suspensión,5,Yes,4665.9,8
4,Pintura,D,José,8,40827,26-35,Male,Reparación,Moderada,Frenos,0,No,8207.43,8
4,Mecánica,C,Carlos,6,40828,56-65,Female,Reparación,Moderada,Eléctrico,0,No,5670.52,5
8,Diagnóstico,B,Carlos,9,40829,18-25,Male,Colisión,Menor,Transmisión,7,Yes,11633.85,2
3,Mecánica,A,María,9,40830,66+,Female,Colisión,Moderada,Suspensión,5,Yes,8523.36,6
6,Diagnóstico,B,María,9,40831,18-25,Female,Reparación,Severa,,1,Yes,6717.8,18
6,Electricidad,C,María,8,40832,26-35,Male,Diagnóstico,Moderada,Suspensión,7,No,2939.03,8
1,Electricidad,C,Sofía,1,40833,46-55,Male,Diagnóstico,Moderada,Motor,5,Yes,2295.5,6
5,Diagnóstico,C,Carlos,12,40834,26-35,Female,Colisión,Menor,Transmisión,0,Yes,2816.24,3
5,Diagnóstico,B,Luis,3,40835,26-35,Female,Colisión,Moderada,Motor,1,Yes,6861.9,8
1,Pintura,B,Luis,3,40836,56-65,Female,Mantenimiento,Moderada,Frenos,4,No,9276.8,6
3,Mecánica,B,Luis,1,40837,36-45,Female,Reparación,Moderada,Suspensión,9,No,5805.99,8
5,Pintura,C,José,6,40838,56-65,Female,Colisión,Severa,,5,Yes,7104.21,18
2,Mecánica,E,José,6,40839,56-65,Female,Mantenimiento,Menor,,3,Yes,11962.84,7
6,Pintura,A,María,0,40840,26-35,Female,Reparación,Moderada,Eléctrico,1,No,5880.41,6
3,Mecánica,C,Luis,2,40841,46-55,Male,Mantenimiento,Menor,Motor,9,Yes,11737.05,2
7,Mecánica,B,José,12,40842,56-65,Female,Mantenimiento,Moderada,Suspensión,10,No,8222.76,9
7,Diagnóstico,C,María,3,40843,26-35,Female,Diagnóstico,Moderada,Transmisión,10,Yes,3912.46,11
6,Diagnóstico,E,Luis,10,40844,26-35,Male,Colisión,Moderada,Eléctrico,10,Yes,1005.52,5
8,Diagnóstico,C,José,10,40845,66+,Male,Colisión,Menor,Motor,4,No,6588.17,6
3,Electricidad,B,Sofía,10,40846,66+,Male,Reparación,Moderada,,0,No,7075.0,7
8,Electricidad,E,María,2,40847,18-25,Male,Reparación,Severa,,7,Yes,2357.69,21
2,Diagnóstico,E,Sofía,10,40848,46-55,Female,Colisión,Moderada,Motor,4,Yes,4691.19,8
2,Pintura,C,Ana,5,40849,46-55,Male,Colisión,Severa,Transmisión,5,Yes,6717.54,24
5,Mecánica,A,Sofía,8,40850,36-45,Female,Reparación,Moderada,,5,Yes,1395.58,6
5,Electricidad,E,Carlos,6,40851,26-35,Female,Reparación,Moderada,Suspensión,10,Yes,5499.22,9
2,Pintura,A,José,3,40852,66+,Male,Reparación,Menor,Transmisión,7,No,6518.72,3
5,Pintura,E,María,8,40853,36-45,Female,Mantenimiento,Menor,Suspensión,9,No,10718.36,5
3,Mecánica,C,Ana,12,40854,46-55,Female,Colisión,Menor,,0,Yes,9806.3,4
2,Electricidad,E,María,10,40855,46-55,Female,Diagnóstico,Menor,Frenos,1,Yes,4798.46,5
7,Diagnóstico,A,Carlos,3,40856,56-65,Female,Colisión,Menor,Transmisión,7,No,10073.1,5
5,Mecánica,D,Luis,5,40857,18-25,Male,Mantenimiento,Menor,Motor,10,No,261.01,3
6,Diagnóstico,D,Ana,8,40858,18-25,Female,Reparación,Severa,Frenos,10,Yes,7667.87,12
7,Electricidad,D,Luis,1,40859,56-65,Female,Reparación,Moderada,Motor,9,Yes,9838.3,6
4,Diagnóstico,D,María,9,40860,46-55,Male,Mantenimiento,Menor,Suspensión,0,Yes,10742.44,6
8,Mecánica,D,Luis,12,40861,26-35,Male,Colisión,Moderada,Transmisión,6,No,10273.02,8
7,Mecánica,B,María,8,40862,46-55,Male,Mantenimiento,Severa,Transmisión,9,Yes,8453.8,13
6,Electricidad,B,María,7,40863,18-25,Male,Reparación,Menor,Suspensión,5,No,3761.67,5
3,Mecánica,B,José,7,40864,56-65,Female,Reparación,Menor,Frenos,9,Yes,9188.72,4
5,Diagnóstico,A,Carlos,9,40865,26-35,Female,Colisión,Severa,Suspensión,0,Yes,9073.07,21
1,Pintura,A,Luis,6,40866,66+,Male,Reparación,Moderada,Frenos,10,Yes,6079.07,10
6,Electricidad,C,Luis,7,40867,56-65,Female,Reparación,Menor,Frenos,8,Yes,5523.23,3
7,Electricidad,E,Carlos,10,40868,66+,Male,Diagnóstico,Severa,Frenos,5,No,10940.27,17
3,Diagnóstico,A,José,9,40869,18-25,Male,Diagnóstico,Moderada,Frenos,8,Yes,6663.47,9
2,Electricidad,B,Luis,1,40870,56-65,Female,Colisión,Severa,,9,No,11643.91,19
2,Mecánica,D,José,2,40871,56-65,Male,Diagnóstico,Severa,Frenos,5,No,6013.29,15
3,Pintura,E,Ana,7,40872,56-65,Female,Mantenimiento,Menor,Frenos,5,Yes,6815.18,5
8,Mecánica,A,José,8,40873,56-65,Female,Reparación,Moderada,Transmisión,2,Yes,10229.48,12
